sensor_video,obj_id,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6
video_1.mp4,1,1,-1.26500617649149,0,0,0.652554464206818,0.17383060569448,-44.9587468647162
video_2.mp4,1,2,8.14112746255459,0,0,-0.278435626536638,-0.311672826683934,-44.9248680327945
video_3.mp4,1,3,-0.585519915803168,0,0,-0.0197313336351381,0.760965642762361,-44.9148671170752
video_4.mp4,1,4,-5.49192146244199,0,0,0.308067917856532,0.67429435333071,-44.8573340954456
video_5.mp4,1,5,-4.1227192624091,0,0,-0.0910611491184425,0.941540374804323,-44.7697984944381
video_6.mp4,1,6,-0.150977675483424,0,0,0.129252876154438,-0.7477554556321,-44.7625156473785
video_7.mp4,1,7,3.81492960032248,0,0,0.974233535323733,-0.84315203854416,-44.6940661091762
video_8.mp4,1,8,3.77154041429838,0,0,-0.975264548258375,-0.592485962767421,-44.672719862308
video_9.mp4,1,9,2.04993847474005,0,0,0.617388440095501,-0.796532154303026,-44.6525971140381
video_10.mp4,1,10,1.11275871886912,0,0,-0.977007711133173,0.0639485321923372,-44.6499709343283
video_11.mp4,1,11,4.13221941651273,0,0,0.443544479844286,0.29794284186392,-44.6302758289357
video_12.mp4,1,12,0.842330014356271,0,0,-0.220360363571105,0.58757445215008,-44.628563845172
video_13.mp4,1,13,7.17187058435723,0,0,-0.379088699421445,0.672690056188678,-44.6098815516689
video_14.mp4,1,14,-1.15005874102483,0,0,0.200927209208982,-0.341822532933634,-44.6086740793821
video_15.mp4,1,15,-4.34577106424873,0,0,0.530283070514391,0.218748001560949,-44.5519664647208
video_16.mp4,1,16,7.44773822330858,0,0,-0.518604734848988,0.393308600419511,-44.4363588015518
video_17.mp4,1,17,8.23896691923677,0,0,-0.684009007567022,0.194228105750557,-44.4221679711531
video_18.mp4,1,18,-3.14314109138125,0,0,0.322473144085671,-0.475244788824286,-44.4199335310197
video_19.mp4,1,19,-4.13015864997589,0,0,0.56197074112623,0.43729865884509,-44.4009731097093
video_20.mp4,1,20,1.49410178332962,0,0,-0.230169990151896,0.228374591096995,-44.3317413351866
video_21.mp4,1,21,-1.29949984834851,0,0,-0.890659944384029,-0.633959171582247,-44.2984062744174
video_22.mp4,1,22,-2.40682810929726,0,0,-0.58866436146077,0.751026086386696,-44.2802449326132
video_23.mp4,1,23,8.76905576427056,0,0,0.663097424516587,0.985832382373576,-44.175681761298
video_24.mp4,1,24,-2.68686112548722,0,0,0.025982456932669,0.630191655456875,-44.15600138942
video_25.mp4,1,25,3.54163597350292,0,0,0.978869051800684,0.258815636930912,-44.1524937476609
video_26.mp4,1,26,1.70489127330627,0,0,0.0144010387126712,0.484740116234835,-44.0859670181151
video_27.mp4,1,27,-5.32153974887719,0,0,-0.977042679799578,0.427906242165162,-44.0331282513738
video_28.mp4,1,28,1.89141312172034,0,0,0.977315331376613,0.191685729058233,-43.9818475674492
video_29.mp4,1,29,2.18448801101494,0,0,-0.893629103243462,-0.879098174969195,-43.9793103248602
video_30.mp4,1,30,-3.76962274914186,0,0,-0.357060140644805,0.612695394741865,-43.8880190075386
video_31.mp4,1,31,-3.09866549169932,0,0,0.674690311156928,-0.120833031669135,-43.8472753361356
video_32.mp4,1,32,-5.86612811230463,0,0,-0.224129886222056,0.804570064755634,-43.8043720796615
video_33.mp4,1,33,-4.91395481211254,0,0,-0.625381534865266,-0.131577224888829,-43.7962342249198
video_34.mp4,1,34,-2.85533203266027,0,0,0.225094431594101,-0.531125417840171,-43.7398152709162
video_35.mp4,1,35,4.29032056481746,0,0,-0.837470213666629,-0.752152627762534,-43.7246900602741
video_36.mp4,1,36,-0.269648223921483,0,0,0.709372587663084,-0.158434650350731,-43.6897380709002
video_37.mp4,1,37,1.26720801925341,0,0,0.491366489711713,-0.354991146522009,-43.5683691181221
video_38.mp4,1,38,-2.84855508457741,0,0,0.0149611100450633,0.722525373095774,-43.4768471400343
video_39.mp4,1,39,3.98368816753551,0,0,0.821229501301467,-0.172462089806722,-43.3789376661049
video_40.mp4,1,40,0.632657029170371,0,0,-0.00654824192552028,0.576102082085598,-42.9307481536942
video_41.mp4,1,41,2.79473384536539,0,0,0.795846691368531,-0.331074606491685,-42.9120329306224
video_42.mp4,1,42,-5.52477942617545,0,0,0.180186325122805,0.220377375380678,-42.8651048479972
video_43.mp4,1,43,2.4377845954698,0,0,-0.592903209935317,-0.485796104076114,-42.8627373716443
video_44.mp4,1,44,2.89810715060225,0,0,0.0991902734131807,0.607995970639051,-42.8008651514256
video_45.mp4,1,45,-4.98967885165913,0,0,0.147249489424275,-0.748993313819151,-42.7419321428759
video_46.mp4,1,46,-3.38773550760884,0,0,-0.164097597338495,-0.44562815594012,-42.7220032437018
video_47.mp4,1,47,4.64973663943041,0,0,0.587325800493575,0.364519193761056,-42.6948088662926
video_48.mp4,1,48,-5.97281068710355,0,0,-0.973104106509333,0.0781410197939529,-42.685574058127
video_49.mp4,1,49,-2.27229052449904,0,0,-0.594421678890101,0.0519744156488287,-42.6843267585304
video_50.mp4,1,50,-0.0263322263974075,0,0,0.227581976502145,0.301352051865696,-42.5352338464568
video_51.mp4,1,51,3.82571254919847,0,0,0.586430268578132,-0.722933755629311,-42.4823508087744
video_52.mp4,1,52,5.11101875773424,0,0,-0.60993660677254,-0.567017214731093,-42.4685813592601
video_53.mp4,1,53,0.400917458113554,0,0,0.658208239788776,0.0926253625506692,-42.4633562043521
video_54.mp4,1,54,8.98331598382575,0,0,0.23361819509834,-0.108033852310504,-42.3942429249635
video_55.mp4,1,55,-4.02604031971055,0,0,-0.790960222945717,-0.997881197667435,-42.3848166799166
video_56.mp4,1,56,4.18291954939881,0,0,-0.50369009039413,0.440776690955422,-42.3803715953225
video_57.mp4,1,57,2.92766075392239,0,0,0.614176382272996,-0.0624700632660102,-42.3590977464381
video_58.mp4,1,58,-0.592817917427775,0,0,-0.16318960583039,0.723773372303178,-42.2689441364723
video_59.mp4,1,59,-4.63976671301641,0,0,-0.9562804529672,-0.820252759464687,-42.2263970794004
video_60.mp4,1,60,4.34686661109368,0,0,0.748349106859666,-0.871545205916499,-42.2050705832759
